source_group,clean_name,occurrences,sample_raw_name,suggested_category,suggested_country_code,suggested_country_name,suggested_logo_url,match_reason,match_score,matched_id,matched_name,matched_country,matched_country_name,matched_categories,matched_website,override_category,override_country_code,override_logo_url,override_tvg_id,override_matched_name,override_matched_country,override_website,notes
United Kingdom,FOX,1,FOX .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FOX NEWS,1,FOX NEWS .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FRANCE 24,1,FRANCE 24 .s,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,FUEL TV,1,FUEL TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GEMS TV,1,GEMS TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GEO NEWS,1,GEO NEWS .b,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GOLD,1,GOLD .s,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GOOD FOOD,1,GOOD FOOD .s,Yasam,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GOOD NEWS TV,1,GOOD NEWS TV .b,Haber,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GREAT! CLASS PLUS 1,1,GREAT! CLASS+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GREAT! CLASSIC,1,GREAT! CLASSIC .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GREAT! MOVIES PLUS 1,1,GREAT! MOVIES+1 .b,Film,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GREAT! TV,1,GREAT! TV .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
United Kingdom,GREAT! TV PLUS 1,1,GREAT! TV+1 .b,Ulusal,GB,United Kingdom,https://d2n0069hmnqmmx.cloudfront.net/epgdata/1.0/newchanlogos/512/512/skychb4266.png,iptv-org-fuzzy,0.852,GREATtv.ie,GREAT! tv,IE,Ireland,,,,,,,,,,
United Kingdom,GREAT!ACTION PLUS 1,1,GREAT!ACTION+1 .b,Ulusal,GB,United Kingdom,,,,,,,,,,,,,,,,,
